TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20070101,2.962,0.0,120.871,26.404,0.0,308.394,0.0,1.246,0.0,97.357,0.0,2.087,0.0,3.955,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.52245,0.0,-9999,-4.72672,-4.52245,-4.42111,0.0,0.0,0.0,3.51531,3.46625,3.48125,3.56013,8.03777,7.88779,8.02344,8.38615,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070102,1.647,0.0,121.491,74.022,0.0,247.551,0.0,2.072,0.0,98.754,0.0,0.001,0.0,3.73,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-4.22827,0.0,-9999,-4.34265,-4.22827,-3.97311,0.0,0.0,0.0,3.28259,3.23564,3.25087,3.30787,7.51085,7.31026,7.47338,7.87523,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070103,4.237,0.0,122.17,64.341,0.0,266.008,0.0,2.666,0.0,97.875,0.0,0.006,0.0,5.113,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.22773,0.0,-9999,-4.68574,-4.25075,-4.22773,0.0,0.0,0.0,3.74335,3.68363,3.71256,3.82095,7.97108,7.9233,7.97108,8.58124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070104,5.701,0.0,122.908,52.009,0.0,289.001,0.0,2.528,0.0,97.177,0.0,0.004,0.0,4.31,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.52245,0.0,-9999,-4.72672,-4.52245,-4.42111,0.0,0.0,0.0,4.00824,3.93614,3.97831,4.11616,8.5307,8.35345,8.51454,8.87094,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070105,5.919,0.0,123.703,30.862,0.0,329.82,0.0,1.546,0.0,96.985,0.0,0.421,0.0,2.889,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-4.22827,0.0,-9999,-4.34265,-4.22827,-3.97311,0.0,0.0,0.0,4.04832,3.97566,4.01919,4.1485,8.27659,8.06148,8.24255,8.64481,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070106,2.106,0.0,124.558,50.783,0.0,287.565,0.0,1.386,0.0,97.61,0.0,2.666,0.0,2.645,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.22773,0.0,-9999,-4.68574,-4.25075,-4.22773,0.0,0.0,0.0,3.36093,3.31484,3.3294,3.38567,7.58866,7.55192,7.60378,8.25326,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070107,1.817,0.0,125.471,77.935,0.0,260.242,0.0,2.135,0.0,98.165,0.0,0.449,0.0,2.916,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.52245,0.0,-9999,-4.72672,-4.52245,-4.42111,0.0,0.0,0.0,3.31236,3.26588,3.28078,3.33737,7.83481,7.69764,7.82116,8.16938,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070108,-0.347,0.0,126.442,40.492,0.0,281.381,0.0,1.529,0.0,96.915,0.0,3.418,0.0,3.82,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-4.22827,0.0,-9999,-4.34265,-4.22827,-3.97311,0.0,0.0,0.0,2.93403,2.88804,2.90663,2.96245,7.1623,6.9679,7.12489,7.52969,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070109,-3.765,0.0,127.471,70.114,0.0,247.291,0.0,1.332,0.0,97.702,0.0,1.605,0.0,4.866,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.22773,0.0,-9999,-4.68574,-4.25075,-4.22773,0.0,0.0,0.0,2.36844,2.32263,2.3538,2.42097,6.59617,6.56606,6.66462,7.23792,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070110,-5.347,0.0,128.557,57.447,0.0,260.416,0.0,1.246,0.0,98.843,0.0,1.125,0.0,3.309,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.52245,0.0,-9999,-4.72672,-4.52245,-4.42111,0.0,0.0,0.0,2.11518,2.06831,2.10606,2.17828,6.63763,6.54873,6.62647,6.88515,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070111,1.656,0.0,129.701,48.683,0.0,297.611,0.0,2.185,0.0,97.971,0.0,0.198,0.0,3.926,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-4.22827,0.0,-9999,-4.34265,-4.22827,-3.97311,0.0,0.0,0.0,3.28692,3.24038,3.25538,3.31198,7.51519,7.31441,7.47804,7.88169,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070112,-0.532,0.0,130.902,28.591,0.0,300.808,0.0,1.152,0.0,98.572,0.0,0.716,0.0,2.629,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.22773,0.0,-9999,-4.68574,-4.25075,-4.22773,0.0,0.0,0.0,2.91277,2.86761,2.88534,2.94069,7.14051,7.10746,7.18018,7.83446,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070113,-7.341,0.0,132.16,49.681,0.0,270.775,0.0,1.2,0.0,99.493,0.0,0.166,0.0,1.579,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.52245,0.0,-9999,-4.72672,-4.52245,-4.42111,0.0,0.0,0.0,1.8158,1.76905,1.81054,1.88137,6.33825,6.25759,6.32717,6.60096,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070114,-4.248,0.0,133.474,48.025,0.0,271.628,0.0,1.488,0.0,99.252,0.0,0.178,0.0,1.156,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-4.22827,0.0,-9999,-4.34265,-4.22827,-3.97311,0.0,0.0,0.0,2.28922,2.24294,2.2776,2.34541,6.51749,6.33322,6.48324,6.77435,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070115,-6.398,0.0,134.844,24.821,0.0,281.582,0.0,0.832,0.0,98.572,0.0,8.471,0.0,2.849,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.22773,0.0,-9999,-4.68574,-4.25075,-4.22773,0.0,0.0,0.0,1.95573,1.9088,1.94871,2.02394,6.18347,6.16517,6.2676,6.78828,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070116,-9.397,0.0,136.27,56.938,0.0,236.385,0.0,0.966,0.0,99.472,0.0,0.814,0.0,2.371,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.52245,0.0,-9999,-4.72672,-4.52245,-4.42111,0.0,0.0,0.0,1.52897,1.48369,1.52712,1.58964,6.05142,5.97629,6.04012,6.31762,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070117,-5.172,0.0,137.751,81.833,0.0,235.869,0.0,1.351,0.0,99.561,0.0,0.013,0.0,4.183,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-4.22827,0.0,-9999,-4.34265,-4.22827,-3.97311,0.0,0.0,0.0,2.14887,2.10254,2.1391,2.20957,6.37714,6.19473,6.34392,6.62668,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070118,-2.198,0.0,139.287,44.718,0.0,285.788,0.0,1.115,0.0,98.294,0.0,2.015,0.0,3.389,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.22773,0.0,-9999,-4.68574,-4.25075,-4.22773,0.0,0.0,0.0,2.62144,2.57689,2.60074,2.66297,6.84918,6.81859,6.90663,7.50626,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070119,-5.593,0.0,140.878,55.426,0.0,258.093,0.0,1.125,0.0,98.1,0.0,1.721,0.0,4.18,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.52245,0.0,-9999,-4.72672,-4.52245,-4.42111,0.0,0.0,0.0,2.08172,2.03512,2.07292,2.14517,6.60417,6.51573,6.59296,6.85133,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070120,-9.607,0.0,142.522,68.522,0.0,240.189,0.0,0.8,0.0,99.227,0.0,0.269,0.0,1.426,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-4.22827,0.0,-9999,-4.34265,-4.22827,-3.97311,0.0,0.0,0.0,1.50134,1.45631,1.49985,1.56248,5.72961,5.55517,5.70169,5.98339,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070121,-8.335,0.0,144.22,57.004,0.0,259.779,0.0,0.781,0.0,98.776,0.0,2.082,0.0,1.959,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.22773,0.0,-9999,-4.68574,-4.25075,-4.22773,0.0,0.0,0.0,1.68292,1.63725,1.67898,1.73861,5.91065,5.89544,6.00007,6.50622,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070122,-5.422,0.0,145.971,55.393,0.0,271.078,0.0,0.751,0.0,97.942,0.0,0.622,0.0,1.868,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.52245,0.0,-9999,-4.72672,-4.52245,-4.42111,0.0,0.0,0.0,2.1261,2.08086,2.11621,2.18477,6.64856,6.55653,6.63704,6.89292,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070123,-3.3,0.0,147.774,60.937,0.0,269.929,0.0,1.239,0.0,97.47,0.0,1.02,0.0,3.718,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-4.22827,0.0,-9999,-4.34265,-4.22827,-3.97311,0.0,0.0,0.0,2.44457,2.39923,2.42749,2.49359,6.67284,6.48619,6.63778,6.944,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070124,-9.371,0.0,149.629,68.565,0.0,242.638,0.0,0.839,0.0,98.393,0.0,0.46,0.0,1.286,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.22773,0.0,-9999,-4.68574,-4.25075,-4.22773,0.0,0.0,0.0,1.52558,1.47991,1.524,1.58734,5.75331,5.74112,5.84531,6.33964,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070125,-14.401,0.0,151.535,101.809,0.0,196.04,0.0,0.726,0.0,98.807,0.0,0.112,0.0,1.804,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.52245,0.0,-9999,-4.72672,-4.52245,-4.42111,0.0,0.0,0.0,0.90526,0.867175,0.90526,0.966899,5.42771,5.35754,5.41511,5.66701,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070126,-9.505,0.0,153.492,30.014,0.0,273.707,0.0,0.722,0.0,97.49,0.0,2.78,0.0,2.546,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-4.22827,0.0,-9999,-4.34265,-4.22827,-3.97311,0.0,0.0,0.0,1.53441,1.4902,1.53192,1.5922,5.76268,5.58748,5.73481,6.02069,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070127,-4.202,0.0,155.499,71.612,0.0,275.354,0.0,0.837,0.0,97.013,0.0,1.354,0.0,2.851,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.22773,0.0,-9999,-4.68574,-4.25075,-4.22773,0.0,0.0,0.0,2.29611,2.24982,2.2844,2.35211,6.52385,6.495,6.59577,7.16479,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070128,-11.118,0.0,157.555,88.885,0.0,229.59,0.0,0.76,0.0,97.938,0.0,0.553,0.0,2.417,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.52245,0.0,-9999,-4.72672,-4.52245,-4.42111,0.0,0.0,0.0,1.29591,1.25229,1.29591,1.3615,5.81837,5.74692,5.8068,6.0836,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070129,-10.543,0.0,159.659,75.051,0.0,237.02,0.0,0.848,0.0,97.902,0.0,0.793,0.0,1.359,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-4.22827,0.0,-9999,-4.34265,-4.22827,-3.97311,0.0,0.0,0.0,1.3883,1.34481,1.38737,1.44996,5.61657,5.443,5.58689,5.85219,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070130,-9.367,0.0,161.811,84.58,0.0,239.842,0.0,0.916,0.0,97.959,0.0,0.694,0.0,2.283,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.22773,0.0,-9999,-4.68574,-4.25075,-4.22773,0.0,0.0,0.0,1.52198,1.47608,1.52058,1.58445,5.74971,5.73747,5.84176,6.3346,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070131,-7.322,0.0,164.01,66.076,0.0,248.597,0.0,1.182,0.0,97.808,0.0,0.505,0.0,3.718,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.52245,0.0,-9999,-4.72672,-4.52245,-4.42111,0.0,0.0,0.0,1.82235,1.77585,1.81692,1.89184,6.34481,6.26353,6.33367,6.60517,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20070201,-6.258,0.0,166.255,70.793,0.0,255.268,0.0,0.95,0.0,97.053,0.0,2.439,0.0,2.52,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-4.22827,0.0,-9999,-4.34265,-4.22827,-3.97311,0.0,0.0,0.0,1.97443,1.92735,1.96723,2.04246,6.2027,6.02286,6.1705,6.44764,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
